"No employment, High income",Age Violation,Inconsistent Loan Pct,Credit History Violation
17120,,20669.0,
17143,,20670.0,
17146,,20676.0,
17147,,20695.0,
17153,,20696.0,
17162,,20705.0,
17173,,20732.0,
17183,,20755.0,
17191,,20756.0,
17210,,20759.0,
17213,,20769.0,
17220,,20772.0,
17228,,20788.0,
17232,,20796.0,
17233,,20803.0,
17239,,20804.0,
17241,,20822.0,
17243,,20832.0,
17246,,20839.0,
17257,,20841.0,
17262,,20856.0,
17266,,20875.0,
17270,,20896.0,
17271,,20901.0,
17299,,20905.0,
17301,,20916.0,
17303,,20920.0,
17308,,20924.0,
17323,,20937.0,
17329,,20939.0,
17349,,20945.0,
17354,,20947.0,
17360,,20952.0,
17361,,20958.0,
17363,,20963.0,
17389,,20969.0,
17397,,20975.0,
17399,,20976.0,
17410,,20988.0,
17413,,20992.0,
17417,,20996.0,
17424,,21008.0,
17430,,21020.0,
17442,,21033.0,
17466,,21041.0,
17470,,21049.0,
17484,,21055.0,
17489,,21061.0,
17490,,21065.0,
17498,,21069.0,
17504,,21072.0,
17529,,21081.0,
17536,,21083.0,
17545,,21090.0,
17548,,21112.0,
17557,,21125.0,
17567,,21136.0,
17577,,21144.0,
17586,,21145.0,
17597,,21152.0,
17614,,21158.0,
17616,,21161.0,
17619,,21174.0,
17627,,21189.0,
17632,,21212.0,
17646,,21220.0,
17650,,21232.0,
17658,,21235.0,
17667,,21238.0,
17685,,21240.0,
17687,,21241.0,
17704,,21248.0,
17719,,21255.0,
17720,,21264.0,
17724,,21270.0,
17729,,21283.0,
17731,,21303.0,
17749,,21306.0,
17783,,21307.0,
17786,,21309.0,
17797,,21313.0,
17801,,21332.0,
17807,,21345.0,
17808,,21346.0,
17810,,21349.0,
17812,,21351.0,
17841,,21360.0,
17842,,21363.0,
17852,,21368.0,
17857,,21372.0,
17867,,21373.0,
17874,,21383.0,
17879,,21385.0,
17881,,21386.0,
17882,,21388.0,
17890,,21394.0,
17895,,21397.0,
17903,,21407.0,
17926,,21409.0,
17927,,21425.0,
17938,,21427.0,
17948,,21448.0,
17976,,21449.0,
17980,,21476.0,
18002,,21481.0,
18006,,21505.0,
18008,,21515.0,
18026,,21533.0,
18034,,21536.0,
18039,,21539.0,
18058,,21552.0,
18063,,21561.0,
18079,,21565.0,
18082,,21570.0,
18087,,21611.0,
18100,,21628.0,
18104,,21649.0,
18114,,21658.0,
18127,,21661.0,
18144,,21673.0,
18151,,21675.0,
18174,,21707.0,
18178,,21716.0,
18179,,21747.0,
18184,,21749.0,
18195,,21758.0,
18197,,21767.0,
18200,,21775.0,
18208,,21805.0,
18211,,21828.0,
18222,,21829.0,
18227,,21830.0,
18231,,21831.0,
18236,,21832.0,
18247,,21833.0,
18254,,21845.0,
18256,,21870.0,
18266,,21881.0,
18271,,21885.0,
18275,,21896.0,
18277,,21898.0,
18280,,21909.0,
18282,,21915.0,
18288,,21923.0,
18292,,21924.0,
18301,,21929.0,
18323,,21949.0,
18333,,21952.0,
18335,,21965.0,
18336,,21982.0,
18337,,21996.0,
18338,,22001.0,
18347,,22008.0,
18354,,22018.0,
18381,,22020.0,
18393,,22043.0,
18396,,22044.0,
18411,,22047.0,
18434,,22050.0,
18435,,22059.0,
18436,,22062.0,
18438,,22071.0,
18444,,22078.0,
18450,,22085.0,
18461,,22109.0,
18463,,22111.0,
18464,,22118.0,
18470,,22125.0,
18481,,22133.0,
18484,,22142.0,
18490,,22148.0,
18498,,22175.0,
18505,,22188.0,
18517,,22203.0,
18521,,22212.0,
18527,,22217.0,
18535,,22226.0,
18543,,22245.0,
18547,,22265.0,
18550,,22288.0,
18561,,22297.0,
18588,,22310.0,
18595,,22318.0,
18606,,22340.0,
18611,,22347.0,
18617,,22350.0,
18619,,22363.0,
18629,,22373.0,
18639,,22374.0,
18662,,22378.0,
18664,,22416.0,
18670,,22430.0,
18674,,22458.0,
18692,,22463.0,
18693,,22490.0,
18700,,22493.0,
18701,,22513.0,
18728,,22516.0,
18731,,22538.0,
18734,,22556.0,
18747,,22559.0,
18748,,22560.0,
18756,,22570.0,
18775,,22586.0,
18782,,22591.0,
18784,,22596.0,
18787,,22601.0,
18790,,22605.0,
18792,,22622.0,
18805,,22623.0,
18808,,22625.0,
18839,,22627.0,
18861,,22630.0,
18864,,22647.0,
18879,,22654.0,
18880,,22660.0,
18885,,22664.0,
18886,,22671.0,
18892,,22696.0,
18896,,22698.0,
18897,,22708.0,
18911,,22735.0,
18918,,22738.0,
18924,,22746.0,
18928,,22748.0,
18929,,22749.0,
18943,,22761.0,
18950,,22768.0,
18970,,22769.0,
18994,,22777.0,
19008,,22779.0,
19014,,22783.0,
19019,,22787.0,
19027,,22816.0,
19028,,22862.0,
19030,,22863.0,
19031,,22873.0,
19035,,22875.0,
19045,,22882.0,
19048,,22887.0,
19050,,22905.0,
19059,,22923.0,
19068,,22925.0,
19095,,22927.0,
19117,,22936.0,
19144,,22941.0,
19155,,22946.0,
19158,,22963.0,
19164,,22984.0,
19179,,22991.0,
19187,,23002.0,
19193,,23005.0,
19195,,23007.0,
19222,,23014.0,
19228,,23030.0,
19232,,23036.0,
19233,,23048.0,
19236,,23061.0,
19239,,23069.0,
19242,,23094.0,
19247,,23109.0,
19261,,23116.0,
19267,,23135.0,
19284,,23141.0,
19310,,23142.0,
19318,,23161.0,
19326,,23169.0,
19333,,23173.0,
19337,,23178.0,
19352,,23179.0,
19360,,23184.0,
19370,,23198.0,
19375,,23204.0,
19381,,23205.0,
19383,,23227.0,
19384,,23229.0,
19387,,23231.0,
19388,,23238.0,
19392,,23243.0,
19403,,23248.0,
19404,,23255.0,
19419,,23264.0,
19433,,23291.0,
19435,,23311.0,
19460,,23318.0,
19469,,23328.0,
19475,,23330.0,
19489,,23338.0,
19493,,23353.0,
19509,,23356.0,
19512,,23357.0,
19517,,23358.0,
19519,,23368.0,
19523,,23386.0,
19535,,23387.0,
19550,,23388.0,
19554,,23397.0,
19574,,23430.0,
19580,,23432.0,
19597,,23433.0,
19600,,23435.0,
19610,,23438.0,
19614,,23445.0,
19621,,23450.0,
19633,,23451.0,
19638,,23454.0,
19645,,23463.0,
19647,,23476.0,
19653,,23477.0,
19654,,23485.0,
19656,,23489.0,
19671,,23494.0,
19677,,23497.0,
19680,,23498.0,
19685,,23503.0,
19688,,23510.0,
19694,,23518.0,
19698,,23533.0,
19700,,23538.0,
19708,,23547.0,
19714,,23550.0,
19715,,23561.0,
19719,,23564.0,
19720,,23569.0,
19731,,23574.0,
19732,,23579.0,
19733,,23592.0,
19740,,23593.0,
19743,,23598.0,
19759,,23603.0,
19770,,23620.0,
19777,,23622.0,
19779,,23630.0,
19784,,23636.0,
19785,,23654.0,
19787,,23661.0,
19789,,23685.0,
19799,,23688.0,
19805,,23691.0,
19811,,23714.0,
19817,,23719.0,
19826,,23738.0,
19827,,23745.0,
19836,,23752.0,
19849,,23755.0,
19859,,23760.0,
19862,,23762.0,
19887,,23766.0,
19893,,23779.0,
19903,,23792.0,
19905,,23804.0,
19909,,23808.0,
19924,,23815.0,
19939,,23825.0,
19946,,23853.0,
19957,,23855.0,
19964,,23856.0,
19965,,23859.0,
19977,,23860.0,
19987,,23878.0,
19990,,23883.0,
19991,,23885.0,
20003,,23889.0,
20004,,23894.0,
20006,,23897.0,
20021,,23905.0,
20023,,23909.0,
20024,,23917.0,
20029,,23921.0,
20036,,23923.0,
20046,,23936.0,
20048,,23957.0,
20049,,23959.0,
20052,,23982.0,
20063,,23985.0,
20065,,23993.0,
20066,,23996.0,
20070,,24023.0,
20071,,24032.0,
20085,,24054.0,
20087,,24061.0,
20102,,24070.0,
20108,,24103.0,
20115,,24105.0,
20118,,24106.0,
20121,,24115.0,
20139,,24123.0,
20146,,24128.0,
20158,,24139.0,
20184,,24142.0,
20207,,24143.0,
20209,,24150.0,
20211,,24156.0,
20215,,24184.0,
20226,,24188.0,
20235,,24189.0,
20248,,24191.0,
20256,,24195.0,
20264,,24198.0,
20270,,24203.0,
20287,,24219.0,
20289,,24235.0,
20325,,24267.0,
20328,,24268.0,
20334,,24275.0,
20361,,24282.0,
20368,,24285.0,
20399,,24308.0,
20410,,24310.0,
20411,,24322.0,
20419,,24325.0,
20421,,24330.0,
20429,,24333.0,
20439,,24339.0,
20452,,24381.0,
20455,,24395.0,
20458,,24397.0,
20463,,24406.0,
20465,,24407.0,
20471,,24408.0,
20486,,24412.0,
20493,,24422.0,
20495,,24424.0,
20498,,24440.0,
20502,,24444.0,
20505,,24448.0,
20507,,24450.0,
20513,,24471.0,
20515,,24492.0,
20522,,24498.0,
20523,,24505.0,
20529,,24507.0,
20530,,24514.0,
20533,,24517.0,
20545,,24520.0,
20563,,24545.0,
20564,,24562.0,
20566,,24563.0,
20576,,24568.0,
20597,,24580.0,
20607,,24581.0,
20613,,24590.0,
20628,,24594.0,
20631,,24618.0,
20636,,24633.0,
20639,,24645.0,
20640,,24700.0,
20641,,24712.0,
20657,,24718.0,
20658,,24736.0,
20681,,24739.0,
20694,,24750.0,
20696,,24751.0,
20703,,24753.0,
20706,,24754.0,
20709,,24765.0,
20716,,24774.0,
20719,,24780.0,
20720,,24803.0,
20723,,24809.0,
20724,,24818.0,
20725,,24833.0,
20734,,24850.0,
20746,,24851.0,
20749,,24857.0,
20755,,24864.0,
20766,,24870.0,
20778,,24898.0,
20784,,24901.0,
20791,,24907.0,
20795,,24914.0,
20799,,24930.0,
20812,,24954.0,
20813,,24963.0,
20815,,24969.0,
20819,,24970.0,
20834,,24974.0,
20840,,24990.0,
20843,,25024.0,
20850,,25044.0,
20851,,25052.0,
20858,,25070.0,
20864,,25079.0,
20899,,25083.0,
20901,,25111.0,
20909,,25142.0,
20913,,25149.0,
20921,,25152.0,
20930,,25166.0,
20934,,25179.0,
20936,,25184.0,
20938,,25190.0,
20941,,25197.0,
20947,,25200.0,
20948,,25207.0,
20965,,25210.0,
20986,,25233.0,
20992,,25239.0,
21013,,25247.0,
21027,,25266.0,
21052,,25269.0,
21062,,25281.0,
21065,,25290.0,
21072,,25299.0,
21075,,25324.0,
21083,,25334.0,
21084,,25335.0,
21085,,25336.0,
21092,,25342.0,
21094,,25347.0,
21104,,25374.0,
21107,,25390.0,
21132,,25397.0,
21137,,25398.0,
21144,,25400.0,
21147,,25409.0,
21149,,25429.0,
21150,,25432.0,
21151,,25441.0,
21162,,25451.0,
21165,,25452.0,
21166,,25456.0,
21174,,25463.0,
21175,,25481.0,
21208,,25482.0,
21222,,25499.0,
21226,,25506.0,
21235,,25516.0,
21247,,25517.0,
21256,,25520.0,
21266,,25531.0,
21273,,25533.0,
21320,,25535.0,
21327,,25536.0,
21341,,25543.0,
21356,,25551.0,
21362,,25554.0,
21366,,25564.0,
21370,,25567.0,
21371,,25570.0,
21375,,25583.0,
21382,,25590.0,
21391,,25592.0,
21399,,25606.0,
21405,,25607.0,
21408,,25613.0,
21417,,25614.0,
21444,,25616.0,
21452,,25619.0,
21455,,25629.0,
21478,,25631.0,
21482,,25641.0,
21486,,25650.0,
21491,,25668.0,
21493,,25697.0,
21503,,25704.0,
21504,,25708.0,
21531,,25712.0,
21534,,25762.0,
21541,,25765.0,
21543,,25768.0,
21553,,25774.0,
21570,,25788.0,
21573,,25799.0,
21577,,25803.0,
21580,,25807.0,
21585,,25815.0,
21594,,25816.0,
21599,,25825.0,
21606,,25827.0,
21607,,25828.0,
21612,,25831.0,
21615,,25848.0,
21621,,25855.0,
21628,,25896.0,
21629,,25900.0,
21630,,25903.0,
21652,,25931.0,
21653,,25942.0,
21654,,25947.0,
21660,,25952.0,
21671,,25959.0,
21679,,25962.0,
21686,,25965.0,
21687,,25967.0,
21696,,25986.0,
21716,,25989.0,
21723,,26000.0,
21730,,26006.0,
21732,,26031.0,
21741,,26033.0,
21745,,26063.0,
21747,,26122.0,
21755,,26138.0,
21759,,26150.0,
21760,,26155.0,
21774,,26158.0,
21792,,26159.0,
21794,,26181.0,
21800,,26187.0,
21813,,26193.0,
21825,,26194.0,
21835,,26210.0,
21836,,26222.0,
21840,,26237.0,
21849,,26251.0,
21852,,26257.0,
21856,,26267.0,
21872,,26273.0,
21878,,26279.0,
21896,,26284.0,
21909,,26285.0,
21910,,26298.0,
21925,,26328.0,
21931,,26333.0,
21934,,26337.0,
21939,,26344.0,
21942,,26347.0,
21967,,26351.0,
21972,,26355.0,
21974,,26371.0,
21977,,26374.0,
21992,,26405.0,
21999,,26411.0,
22022,,26414.0,
22039,,26435.0,
22050,,26452.0,
22060,,26466.0,
22061,,26467.0,
22097,,26477.0,
22100,,26479.0,
22104,,26484.0,
22119,,26500.0,
22135,,26528.0,
22138,,26534.0,
22142,,26547.0,
22160,,26558.0,
22171,,26568.0,
22189,,26587.0,
22199,,26595.0,
22200,,26604.0,
22212,,26605.0,
22224,,26615.0,
22231,,26618.0,
22232,,26621.0,
22243,,26668.0,
22244,,26690.0,
22262,,26704.0,
22278,,26707.0,
22280,,26712.0,
22287,,26713.0,
22295,,26719.0,
22297,,26721.0,
22303,,26729.0,
22305,,26730.0,
22306,,26734.0,
22360,,26742.0,
22362,,26750.0,
22364,,26759.0,
22365,,26772.0,
22370,,26788.0,
22376,,26807.0,
22394,,26834.0,
22411,,26854.0,
22415,,26859.0,
22419,,26863.0,
22425,,26883.0,
22445,,26888.0,
22446,,26890.0,
22455,,26902.0,
22460,,26905.0,
22462,,26911.0,
22488,,26914.0,
22491,,26921.0,
22505,,26934.0,
22513,,26937.0,
22514,,26944.0,
22521,,26945.0,
22523,,26950.0,
22527,,26960.0,
22529,,26968.0,
22542,,26971.0,
22545,,26975.0,
22548,,27012.0,
22557,,27024.0,
22558,,27030.0,
22563,,27054.0,
22591,,27059.0,
22595,,27084.0,
22596,,27097.0,
22599,,27100.0,
22602,,27105.0,
22606,,27106.0,
22613,,27114.0,
22620,,27122.0,
22631,,27123.0,
22633,,27131.0,
22642,,27134.0,
22661,,27141.0,
22667,,27167.0,
22671,,27170.0,
22672,,27171.0,
22673,,27172.0,
22675,,27184.0,
22678,,27188.0,
22686,,27189.0,
22701,,27192.0,
22707,,27194.0,
22713,,27197.0,
22714,,27211.0,
22716,,27220.0,
22723,,27225.0,
22735,,27250.0,
22751,,27253.0,
22756,,27257.0,
22766,,27270.0,
22773,,27274.0,
22780,,27287.0,
22790,,27290.0,
22793,,27303.0,
22795,,27318.0,
22800,,27334.0,
22803,,27341.0,
22806,,27358.0,
22809,,27361.0,
22810,,27379.0,
22838,,27392.0,
22841,,27427.0,
22845,,27431.0,
22846,,27436.0,
22868,,27445.0,
22884,,27448.0,
22887,,27451.0,
22902,,27457.0,
22903,,27458.0,
22911,,27460.0,
22920,,27475.0,
22921,,27477.0,
22925,,27501.0,
22927,,27526.0,
22940,,27532.0,
22945,,27535.0,
22947,,27548.0,
22960,,27569.0,
22985,,27570.0,
22991,,27578.0,
22995,,27612.0,
23016,,27617.0,
23017,,27618.0,
23027,,27642.0,
23039,,27645.0,
23047,,27658.0,
23055,,27664.0,
23059,,27666.0,
23065,,27674.0,
23067,,27685.0,
23071,,27697.0,
23074,,27704.0,
23077,,27710.0,
23086,,27714.0,
23087,,27717.0,
23088,,27726.0,
23091,,27737.0,
23093,,27741.0,
23110,,27747.0,
23129,,27765.0,
23133,,27777.0,
23149,,27778.0,
23153,,27782.0,
23156,,27799.0,
23175,,27811.0,
23182,,27846.0,
23196,,27865.0,
23198,,27867.0,
23208,,27874.0,
23209,,27877.0,
23217,,27894.0,
23235,,27908.0,
23244,,27911.0,
23273,,27917.0,
23289,,27924.0,
23291,,27925.0,
23297,,27936.0,
23318,,27937.0,
23321,,27948.0,
23325,,27967.0,
23327,,27968.0,
23328,,27976.0,
23329,,27992.0,
23331,,27999.0,
23338,,28006.0,
23339,,28019.0,
23342,,28025.0,
23343,,28027.0,
23345,,28050.0,
23352,,28065.0,
23363,,28068.0,
23375,,28075.0,
23376,,28080.0,
23395,,28096.0,
23396,,28105.0,
23406,,28109.0,
23417,,28118.0,
23434,,28142.0,
23439,,28153.0,
23443,,28156.0,
23455,,28160.0,
23490,,28176.0,
23492,,28182.0,
23495,,28195.0,
23497,,28200.0,
23499,,28206.0,
23504,,28207.0,
23521,,28232.0,
23522,,28238.0,
23528,,28239.0,
23534,,28245.0,
23545,,28256.0,
23546,,28259.0,
23574,,28272.0,
23586,,28283.0,
23611,,28285.0,
23613,,28302.0,
23619,,28312.0,
23623,,28328.0,
23625,,28356.0,
23634,,28357.0,
23635,,28369.0,
23637,,28379.0,
23641,,28381.0,
23646,,28382.0,
23654,,28383.0,
23657,,28393.0,
23660,,28419.0,
23664,,28424.0,
23675,,28426.0,
23682,,28429.0,
23685,,28444.0,
23686,,28460.0,
23689,,28480.0,
23692,,28507.0,
23713,,28518.0,
23723,,28520.0,
23741,,28540.0,
23742,,28542.0,
23752,,28551.0,
23754,,28570.0,
23760,,28571.0,
23761,,28576.0,
23766,,28582.0,
23767,,28583.0,
23769,,28589.0,
23784,,28597.0,
23788,,28613.0,
23795,,28624.0,
23801,,28639.0,
23805,,28640.0,
23807,,28641.0,
23822,,28648.0,
23837,,28668.0,
23842,,28670.0,
23846,,28695.0,
23847,,28699.0,
23848,,28704.0,
23856,,28707.0,
23858,,28714.0,
23866,,28716.0,
23873,,28730.0,
23876,,28734.0,
23881,,28740.0,
23901,,28756.0,
23905,,28759.0,
23908,,28767.0,
23912,,28773.0,
23915,,28792.0,
23917,,28801.0,
23918,,28817.0,
23925,,28822.0,
23933,,28829.0,
23940,,28840.0,
23950,,28871.0,
23969,,28896.0,
23976,,28901.0,
23982,,28915.0,
23984,,28918.0,
23994,,28942.0,
24005,,28974.0,
24011,,28988.0,
24012,,29002.0,
24014,,29005.0,
24015,,29009.0,
24018,,29012.0,
24027,,29016.0,
24031,,29019.0,
24039,,29061.0,
24048,,29067.0,
24053,,29068.0,
24066,,29076.0,
24068,,29081.0,
24099,,29102.0,
24101,,29105.0,
24128,,29122.0,
24130,,29127.0,
24131,,29149.0,
24132,,29155.0,
24208,,29169.0,
24216,,29189.0,
24222,,29199.0,
24245,,29208.0,
24246,,29211.0,
24247,,29219.0,
24257,,29244.0,
24266,,29245.0,
24277,,29258.0,
24297,,29260.0,
24302,,29265.0,
24307,,29272.0,
24328,,29275.0,
24331,,29278.0,
24334,,29290.0,
24335,,29305.0,
24363,,29323.0,
24372,,29340.0,
24381,,29357.0,
24396,,29371.0,
24418,,29372.0,
24420,,29378.0,
24422,,29383.0,
24424,,29385.0,
24435,,29393.0,
24440,,29398.0,
24443,,29399.0,
24485,,29439.0,
24490,,29441.0,
24523,,29451.0,
24528,,29461.0,
24546,,29462.0,
24557,,29474.0,
24561,,29482.0,
24567,,29489.0,
24573,,29500.0,
24585,,29503.0,
24589,,29532.0,
24593,,29535.0,
24594,,29536.0,
24597,,29539.0,
24599,,29541.0,
24603,,29559.0,
24606,,29570.0,
24613,,29575.0,
24625,,29580.0,
24627,,29583.0,
24630,,29590.0,
24636,,29596.0,
24640,,29612.0,
24666,,29621.0,
24676,,29623.0,
24678,,29628.0,
24686,,29631.0,
24691,,29652.0,
24694,,29653.0,
24696,,29656.0,
24720,,29661.0,
24724,,29662.0,
24730,,29676.0,
24752,,29681.0,
24762,,29682.0,
24768,,29688.0,
24791,,29694.0,
24794,,29726.0,
24798,,29728.0,
24830,,29740.0,
24831,,29753.0,
24832,,29817.0,
24847,,29820.0,
24848,,29848.0,
24852,,29852.0,
24853,,29855.0,
24864,,29859.0,
24872,,29893.0,
24888,,29914.0,
24889,,29918.0,
24900,,29934.0,
24905,,29937.0,
24910,,29940.0,
24915,,29950.0,
24918,,29951.0,
24919,,29958.0,
24920,,29972.0,
24924,,29981.0,
24939,,30014.0,
24956,,30015.0,
24964,,30021.0,
24969,,30028.0,
24977,,30034.0,
24994,,30038.0,
25001,,30042.0,
25004,,30047.0,
25005,,30059.0,
25015,,30062.0,
25017,,30072.0,
25025,,30087.0,
25034,,30099.0,
25046,,30119.0,
25048,,30131.0,
25060,,30139.0,
25078,,30142.0,
25079,,30143.0,
25082,,30158.0,
25092,,30164.0,
25096,,30202.0,
25103,,30203.0,
25104,,30206.0,
25108,,30211.0,
25113,,30213.0,
25120,,30219.0,
25121,,30229.0,
25134,,30230.0,
25151,,30238.0,
25168,,30247.0,
25171,,30260.0,
25173,,30262.0,
25176,,30276.0,
25195,,30280.0,
25204,,30290.0,
25207,,30297.0,
25223,,30309.0,
25224,,30312.0,
25261,,30315.0,
25280,,30321.0,
25281,,30337.0,
25286,,30345.0,
25298,,30357.0,
25301,,30366.0,
25302,,30382.0,
25305,,30386.0,
25313,,30391.0,
25328,,30427.0,
25345,,30428.0,
25346,,30430.0,
25352,,30436.0,
25358,,30443.0,
25361,,30454.0,
25362,,30456.0,
25385,,30464.0,
25389,,30472.0,
25394,,30479.0,
25395,,30484.0,
25401,,30485.0,
25404,,30511.0,
25409,,30514.0,
25411,,30520.0,
25421,,30523.0,
25431,,30528.0,
25440,,30548.0,
25442,,30558.0,
25453,,30566.0,
25455,,30579.0,
25458,,30596.0,
25468,,30597.0,
25469,,30602.0,
25476,,30618.0,
25490,,30626.0,
25501,,30628.0,
25503,,30636.0,
25506,,30638.0,
25511,,30642.0,
25512,,30643.0,
25514,,30647.0,
25516,,30648.0,
25520,,30653.0,
25523,,30664.0,
25526,,30670.0,
25529,,30671.0,
25535,,30673.0,
25552,,30677.0,
25556,,30705.0,
25560,,30718.0,
25563,,30719.0,
25588,,30727.0,
25608,,30769.0,
25616,,30771.0,
25619,,30774.0,
25624,,30778.0,
25631,,30796.0,
25646,,30800.0,
25649,,30806.0,
25672,,30816.0,
25677,,30825.0,
25689,,30836.0,
25695,,30859.0,
25703,,30873.0,
25714,,30881.0,
25737,,30903.0,
25747,,30920.0,
25748,,30938.0,
25753,,30940.0,
25783,,30941.0,
25785,,30945.0,
25787,,30948.0,
25791,,30958.0,
25817,,30970.0,
25821,,30975.0,
25823,,30976.0,
25827,,30977.0,
25843,,30978.0,
25844,,30980.0,
25852,,30986.0,
25858,,30988.0,
25868,,30997.0,
25870,,31002.0,
25872,,31008.0,
25880,,31022.0,
25898,,31035.0,
25901,,31042.0,
25911,,31086.0,
25913,,31093.0,
25937,,31095.0,
25944,,31097.0,
25946,,31103.0,
25947,,31105.0,
25950,,31106.0,
25962,,31111.0,
25976,,31122.0,
25978,,31127.0,
25984,,31139.0,
25986,,31141.0,
26005,,31151.0,
26008,,31159.0,
26011,,31163.0,
26030,,31185.0,
26036,,31188.0,
26050,,31207.0,
26059,,31242.0,
26075,,31250.0,
26080,,31257.0,
26108,,31265.0,
26111,,31292.0,
26115,,31303.0,
26147,,31305.0,
26155,,31307.0,
26172,,31322.0,
26176,,31333.0,
26177,,31357.0,
26194,,31371.0,
26210,,31377.0,
26213,,31378.0,
26220,,31386.0,
26226,,31403.0,
26235,,31412.0,
26269,,31425.0,
26272,,31430.0,
26281,,31431.0,
26283,,31436.0,
26284,,31440.0,
26289,,31451.0,
26291,,31452.0,
26292,,31456.0,
26308,,31466.0,
26310,,31467.0,
26311,,31475.0,
26319,,31479.0,
26321,,31480.0,
26328,,31485.0,
26329,,31492.0,
26340,,31500.0,
26347,,31508.0,
26352,,31510.0,
26379,,31514.0,
26381,,31516.0,
26403,,31518.0,
26411,,31532.0,
26419,,31546.0,
26437,,31549.0,
26443,,31565.0,
26451,,31567.0,
26465,,31574.0,
26467,,31599.0,
26489,,31600.0,
26490,,31601.0,
26501,,31614.0,
26504,,31636.0,
26517,,31654.0,
26519,,31657.0,
26525,,31665.0,
26527,,31666.0,
26528,,31687.0,
26530,,31689.0,
26532,,31690.0,
26533,,31711.0,
26534,,31730.0,
26536,,31740.0,
26539,,31767.0,
26541,,31769.0,
26551,,31773.0,
26557,,31789.0,
26560,,31798.0,
26562,,31800.0,
26574,,31812.0,
26576,,31814.0,
26585,,31819.0,
26586,,31828.0,
26590,,31857.0,
26597,,31859.0,
26605,,31866.0,
26613,,31873.0,
26614,,31882.0,
26620,,31884.0,
26621,,31894.0,
26640,,31902.0,
26652,,31912.0,
26663,,31915.0,
26665,,31916.0,
26674,,31921.0,
26675,,31926.0,
26701,,31927.0,
26711,,31929.0,
26718,,31930.0,
26743,,31954.0,
26750,,31956.0,
26762,,31987.0,
26767,,32013.0,
26769,,32049.0,
26779,,32059.0,
26783,,32073.0,
26787,,32103.0,
26797,,32118.0,
26804,,32120.0,
26813,,32124.0,
26814,,32143.0,
26818,,32145.0,
26819,,32157.0,
26825,,32162.0,
26835,,32167.0,
26836,,32169.0,
26838,,32193.0,
26848,,32196.0,
26858,,32202.0,
26860,,32214.0,
26866,,32217.0,
26867,,32220.0,
26877,,32221.0,
26882,,32238.0,
26886,,32240.0,
26890,,32257.0,
26891,,32260.0,
26895,,32279.0,
26903,,32281.0,
26909,,32298.0,
26912,,32299.0,
26919,,32315.0,
26929,,32345.0,
26935,,32346.0,
26936,,32347.0,
26943,,32353.0,
26944,,32392.0,
26946,,32405.0,
26957,,32414.0,
26978,,32419.0,
26987,,32424.0,
26994,,32446.0,
26995,,32463.0,
26997,,32470.0,
27008,,32483.0,
27025,,32501.0,
27028,,32512.0,
27031,,32535.0,
27040,,32581.0,
27041,,32586.0,
27049,,32597.0,
27050,,32612.0,
27051,,32620.0,
27059,,32627.0,
27082,,32629.0,
27089,,32637.0,
27096,,32640.0,
27099,,32650.0,
27110,,32656.0,
27118,,32662.0,
27126,,32675.0,
27132,,32676.0,
27137,,32687.0,
27147,,32688.0,
27156,,32692.0,
27166,,32693.0,
27176,,32703.0,
27189,,32724.0,
27196,,32727.0,
27199,,32730.0,
27222,,32762.0,
27232,,32775.0,
27236,,32785.0,
27246,,32799.0,
27257,,32818.0,
27275,,32828.0,
27285,,32838.0,
27288,,32860.0,
27299,,32868.0,
27300,,32872.0,
27301,,32875.0,
27317,,32879.0,
27330,,32882.0,
27335,,32892.0,
27342,,32894.0,
27344,,32903.0,
27347,,32906.0,
27350,,32907.0,
27355,,32915.0,
27357,,32918.0,
27365,,32934.0,
27370,,32947.0,
27373,,32954.0,
27384,,32957.0,
27391,,32963.0,
27393,,32972.0,
27397,,32974.0,
27399,,32976.0,
27412,,32986.0,
27419,,32994.0,
27437,,33017.0,
27438,,33019.0,
27446,,33020.0,
27454,,33028.0,
27470,,33034.0,
27472,,33045.0,
27476,,33054.0,
27484,,33071.0,
27502,,33076.0,
27521,,33086.0,
27524,,33092.0,
27532,,33113.0,
27537,,33130.0,
27548,,33136.0,
27553,,33144.0,
27555,,33145.0,
27557,,33149.0,
27563,,33152.0,
27569,,33163.0,
27570,,33165.0,
27583,,33172.0,
27586,,33174.0,
27592,,33200.0,
27614,,33219.0,
27615,,33221.0,
27623,,33240.0,
27627,,33269.0,
27630,,33292.0,
27637,,33319.0,
27646,,33323.0,
27648,,33334.0,
27651,,33346.0,
27664,,33361.0,
27668,,33362.0,
27677,,33373.0,
27682,,33384.0,
27685,,33392.0,
27696,,33406.0,
27702,,33417.0,
27703,,33426.0,
27708,,33427.0,
27710,,33440.0,
27716,,33456.0,
27718,,33483.0,
27732,,33492.0,
27740,,33493.0,
27743,,33499.0,
27749,,33502.0,
27755,,33506.0,
27763,,33517.0,
27764,,33521.0,
27776,,33525.0,
27777,,33530.0,
27778,,33533.0,
27784,,33535.0,
27794,,33538.0,
27799,,33544.0,
27807,,33555.0,
27810,,33559.0,
27815,,33561.0,
27836,,33564.0,
27842,,33587.0,
27845,,33589.0,
27854,,33611.0,
27857,,33631.0,
27858,,33650.0,
27863,,33655.0,
27875,,33659.0,
27888,,33664.0,
27894,,33679.0,
27906,,33686.0,
27917,,33705.0,
27940,,33718.0,
27980,,33731.0,
28007,,33739.0,
28011,,33759.0,
28035,,33769.0,
